App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-1da7b6822e9e4ac2ae7d35cdac1606f5",0,0,2301603,false,2320500,"null",null
"spark-1da7b6822e9e4ac2ae7d35cdac1606f5",0,1,2293336,false,2320500,"null",51.35
