sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,36,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v9_result","inapplicable","inapplicable","year;quarter;branch_region;branch_type;customer_segment;income_band;risk_rating;account_type;account_status;txn_merchant_category;merchant_region;merchant_risk_level;merchant_size;payment_channel;payment_type;device_type;transaction_size_band;rows;transaction_volume;avg_transaction_amount;max_transaction_amount;fraud_events;fraud_exposure;risk_adjusted_volume;... 58 more fields",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v9_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v9_result], Overwrite, [year, quarter, branch_region, branch_type, customer_segment, income_band, risk_rating, account_type, account_status, txn_merchant_category, merchant_region, merchant_risk_level, merchant_size, payment_channel, payment_type, devic..."
