appName,appId,eventLogPath
"Spark-ETL-v9","spark-94c75bfd78804baea75b0402d3ba224d","file:/home/cdsw/spark-rapids-qualification-tool/spark-event-logs-dir/eventlog_v2_spark-94c75bfd78804baea75b0402d3ba224d"
