App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-5aec16a4982b488698148fb2465a4485",0,0,536356,false,651263,"null",null
"spark-5aec16a4982b488698148fb2465a4485",0,1,535101,false,651263,"null",24.69
"spark-5aec16a4982b488698148fb2465a4485",2,2,92257,false,651263,"null",25.44
