sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
1,107,"HashAggregate",19234,"time in aggregation build",714,6156,10264,2084400,"timing","75"
1,107,"HashAggregate",19235,"avg hash probes per key",15,15,17,5345,"average","75"
1,108,"HashAggregate",19237,"number of output rows",92199,295864,351202,98844707,"sum","75"
1,108,"HashAggregate",19238,"peak memory",68157440,75827033,83886080,25326256128,"size","75"
1,108,"HashAggregate",19240,"time in aggregation build",532,5767,9877,1954545,"timing","75"
1,108,"HashAggregate",19241,"avg hash probes per key",15,15,17,5345,"average","75"
1,110,"BroadcastHashJoin",19243,"number of output rows",92222,295919,351257,98863911,"sum","75"
1,112,"BroadcastHashJoin",19244,"number of output rows",92222,295919,351257,98863911,"sum","75"
1,114,"BroadcastHashJoin",19245,"number of output rows",92222,295919,351257,98863911,"sum","75"
1,116,"SortMergeJoin",19246,"number of output rows",92222,295919,351257,98863911,"sum","75"
1,116,"SortMergeJoin",19247,"spill size",0,0,0,0,"size","75"
1,117,"WholeStageCodegen (94)",19249,"duration",3694,6763,11124,2286039,"timing","75"
1,118,"Sort",19250,"sort time",17,50,285,23839,"timing","75"
1,118,"Sort",19251,"peak memory",83886080,263060632,268435456,87862280192,"size","75"
1,118,"Sort",19252,"spill size",0,0,0,0,"size","75"
1,119,"AQEShuffleRead",19253,"number of partitions",334,334,334,334,"sum",""
1,119,"AQEShuffleRead",19254,"partition data size",13984008,41708950,43477034,13896871873,"size",""
1,119,"AQEShuffleRead",19255,"number of coalesced partitions",333,333,333,333,"sum",""
1,120,"Exchange",9405,"data size",72774336,88322254,106443168,44161193184,"size","43,75"
1,120,"Exchange",9406,"number of partitions",1000,1000,1000,1000,"sum","43,75"
1,120,"Exchange",9407,"remote blocks read",492,1463,1500,495348,"sum","43,75"
1,120,"Exchange",9408,"local blocks read",8,11,36,4652,"sum","43,75"
1,120,"Exchange",9409,"remote bytes read",13124999,39287110,41391566,13121920844,"size","43,75"
1,120,"Exchange",9411,"local bytes read",208684,584399,938075,123319388,"size","43,75"
1,120,"Exchange",9412,"fetch wait time",0,4022,8470,1370579,"timing","43,75"
1,120,"Exchange",9413,"records read",463947,1377199,1449556,460012429,"sum","43,75"
1,120,"Exchange",9422,"remote reqs duration",9940,41024,59217,13730744,"timing","43,75"
1,120,"Exchange",9424,"shuffle bytes written",22228332,26490353,31845506,13245240232,"size","43,75"
1,120,"Exchange",9425,"shuffle records written",758066,919900,1108783,460012429,"sum","43,75"
1,120,"Exchange",9426,"shuffle write time",15607595,19318931,59119332,9659527965,"nsTiming","43,75"
1,121,"WholeStageCodegen (66)",9427,"duration",2136,13347,24591,6737761,"timing","43"
1,123,"SortMergeJoin",9428,"number of output rows",758066,919900,1108783,460012429,"sum","43"
1,123,"SortMergeJoin",9429,"spill size",0,0,0,0,"size","43"
1,125,"Sort",9432,"sort time",64,65,133,39604,"timing","43"
1,125,"Sort",9433,"peak memory",201326592,205084568,268435456,102542344192,"size","43"
1,125,"Sort",9434,"spill size",0,0,0,0,"size","43"
1,126,"AQEShuffleRead",9435,"number of partitions",500,500,500,500,"sum",""
1,126,"AQEShuffleRead",9436,"partition data size",45288231,49173368,54224278,24654891179,"size",""
1,126,"AQEShuffleRead",9437,"number of coalesced partitions",500,500,500,500,"sum",""
