appID,sqlID,input_bytesRead_sum,input_recordsRead_sum,output_bytesWritten_sum,output_recordsWritten_sum,diskBytesSpilled_sum,memoryBytesSpilled_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum
"spark-8ace695bbc8d45b4b1d58569539d94de",1,1882952038,10032523655,15454853643,66811334,44418401831,259444244480,1809104230664,1664625533445
