stageId,stageAttemptId,taskId,attempt,taskDurationSec,avgDurationSec,taskShuffleReadMB,avgShuffleReadMB,taskPeakMemoryMB,successful,reason
118,0,21248,0,8.28,1.8,174.47,20.53,832.53,true,"Success"
118,0,21264,0,7.57,1.8,180.09,20.53,896.53,true,"Success"
118,0,21277,0,10.13,1.8,250.90,20.53,1024.53,true,"Success"
118,0,21291,0,6.13,1.8,103.54,20.53,512.53,true,"Success"
118,0,21295,0,5.09,1.8,180.23,20.53,896.53,true,"Success"
118,0,21313,0,8.51,1.8,134.11,20.53,704.53,true,"Success"
118,0,21359,0,4.60,1.8,103.58,20.53,512.53,true,"Success"
118,0,21375,0,9.11,1.8,214.61,20.53,960.53,true,"Success"
118,0,21380,0,8.08,1.8,129.69,20.53,704.53,true,"Success"
118,0,21397,0,6.42,1.8,140.91,20.53,768.53,true,"Success"
118,0,21401,0,9.21,1.8,187.14,20.53,832.53,true,"Success"
118,0,21438,0,8.64,1.8,174.11,20.53,832.53,true,"Success"
118,0,21444,0,6.12,1.8,134.41,20.53,704.53,true,"Success"
118,0,21465,0,9.05,1.8,168.79,20.53,832.53,true,"Success"
118,0,21468,0,4.93,1.8,114.52,20.53,640.53,true,"Success"
118,0,21481,0,10.93,1.8,161.90,20.53,768.53,true,"Success"
118,0,21492,0,10.57,1.8,163.52,20.53,768.53,true,"Success"
118,0,21499,0,9.15,1.8,133.95,20.53,704.53,true,"Success"
118,0,21503,0,6.62,1.8,101.89,20.53,576.53,true,"Success"
118,0,21544,0,6.32,1.8,134.32,20.53,704.53,true,"Success"
118,0,21562,0,6.28,1.8,129.80,20.53,704.53,true,"Success"
118,0,21564,0,8.88,1.8,206.27,20.53,896.53,true,"Success"
118,0,21577,0,6.96,1.8,162.54,20.53,832.53,true,"Success"
118,0,21590,0,6.38,1.8,129.64,20.53,704.53,true,"Success"
118,0,21596,0,10.44,1.8,334.18,20.53,1344.53,true,"Success"
118,0,21598,0,7.11,1.8,180.45,20.53,896.53,true,"Success"
118,0,21699,0,8.40,1.8,232.06,20.53,960.53,true,"Success"
118,0,21719,0,8.19,1.8,179.90,20.53,896.53,true,"Success"
118,0,21770,0,6.23,1.8,180.33,20.53,896.53,true,"Success"
118,0,21794,0,5.85,1.8,134.37,20.53,704.53,true,"Success"
118,0,21802,0,8.20,1.8,173.25,20.53,832.53,true,"Success"
118,0,21810,0,5.72,1.8,180.28,20.53,832.53,true,"Success"
279,0,29831,0,62.49,18.0,1431.03,217.52,7616.56,true,"Success"
279,0,29835,0,49.59,18.0,1104.70,217.52,6848.56,true,"Success"
279,0,29890,0,43.12,18.0,800.97,217.52,5184.56,true,"Success"
279,0,29903,0,47.73,18.0,921.05,217.52,6272.56,true,"Success"
279,0,29906,0,44.63,18.0,965.52,217.52,6080.56,true,"Success"
279,0,29917,0,42.28,18.0,782.86,217.52,5184.56,true,"Success"
279,0,30058,0,45.41,18.0,896.72,217.52,5952.56,true,"Success"
279,0,30067,0,44.29,18.0,937.11,217.52,5696.56,true,"Success"
279,0,30076,0,49.67,18.0,888.51,217.52,5952.56,true,"Success"
279,0,30091,0,48.85,18.0,1087.08,217.52,7040.56,true,"Success"
279,0,30119,0,40.94,18.0,772.09,217.52,4992.56,true,"Success"
279,0,30122,0,51.68,18.0,1313.16,217.52,6976.56,true,"Success"
279,0,30156,0,58.99,18.0,1106.96,217.52,7040.56,true,"Success"
279,0,30163,0,55.31,18.0,876.55,217.52,5952.56,true,"Success"
279,0,30166,0,48.16,18.0,880.83,217.52,5952.56,true,"Success"
279,0,30210,0,50.82,18.0,801.13,217.52,5120.56,true,"Success"
279,0,30228,0,46.21,18.0,908.31,217.52,6272.56,true,"Success"
279,0,30244,0,42.64,18.0,786.65,217.52,5248.56,true,"Success"
279,0,30291,0,40.79,18.0,776.44,217.52,5120.56,true,"Success"
279,0,30320,0,37.67,18.0,772.14,217.52,4992.56,true,"Success"
279,0,30333,0,53.12,18.0,912.95,217.52,5888.56,true,"Success"
279,0,30334,0,54.05,18.0,1426.77,217.52,7552.56,true,"Success"
279,0,30354,0,45.68,18.0,900.26,217.52,5888.56,true,"Success"
279,0,30356,0,48.71,18.0,973.45,217.52,6080.56,true,"Success"
279,0,30363,0,56.88,18.0,1098.42,217.52,6912.56,true,"Success"
279,0,30402,0,50.04,18.0,888.15,217.52,5952.56,true,"Success"
279,0,30410,0,47.25,18.0,776.73,217.52,5056.56,true,"Success"
279,0,30411,0,42.55,18.0,763.99,217.52,4992.56,true,"Success"
279,0,30413,0,52.48,18.0,961.39,217.52,5952.56,true,"Success"
279,0,30437,0,47.64,18.0,1056.08,217.52,6912.56,true,"Success"
279,0,30449,0,43.21,18.0,800.84,217.52,5120.56,true,"Success"
279,0,30466,0,41.98,18.0,789.83,217.52,5120.56,true,"Success"
279,0,30472,0,57.00,18.0,1087.08,217.52,7104.56,true,"Success"
279,0,30473,0,42.34,18.0,881.47,217.52,5760.56,true,"Success"
279,0,30510,0,39.30,18.0,770.34,217.52,5056.56,true,"Success"
279,0,30512,0,40.58,18.0,780.14,217.52,5120.56,true,"Success"
279,0,30516,0,42.01,18.0,779.85,217.52,5120.56,true,"Success"
279,0,30519,0,45.93,18.0,961.05,217.52,6016.56,true,"Success"
279,0,30530,0,52.48,18.0,1115.93,217.52,6912.56,true,"Success"
279,0,30596,0,41.93,18.0,762.80,217.52,5120.56,true,"Success"
279,0,30597,0,43.17,18.0,922.59,217.52,5888.56,true,"Success"
279,0,30611,0,44.15,18.0,946.89,217.52,6208.56,true,"Success"
279,0,30671,0,46.81,18.0,1030.15,217.52,6592.56,true,"Success"
279,0,30674,0,42.08,18.0,932.85,217.52,5952.56,true,"Success"
279,0,30677,0,46.99,18.0,955.82,217.52,6208.56,true,"Success"
279,0,30697,0,45.03,18.0,896.05,217.52,6016.56,true,"Success"
279,0,30739,0,56.33,18.0,1252.78,217.52,7360.56,true,"Success"
279,0,30748,0,43.55,18.0,782.45,217.52,5120.56,true,"Success"
279,0,30762,0,40.86,18.0,744.00,217.52,4928.56,true,"Success"
279,0,30783,0,48.36,18.0,1076.79,217.52,7040.56,true,"Success"
279,0,30798,0,47.78,18.0,893.01,217.52,6080.56,true,"Success"
279,0,30816,0,43.44,18.0,885.81,217.52,5824.56,true,"Success"
279,0,30825,0,62.51,18.0,1623.45,217.52,8832.56,true,"Success"
279,0,30826,0,42.40,18.0,789.03,217.52,5120.56,true,"Success"
279,0,30828,0,47.51,18.0,952.15,217.52,6016.56,true,"Success"
384,0,31857,0,22.21,20.5,410.92,136.84,2883.00,true,"Success"
384,0,31901,0,29.92,20.5,564.02,136.84,2372.00,true,"Success"
384,0,31971,0,26.05,20.5,440.99,136.84,2440.00,true,"Success"
384,0,32101,0,79.14,20.5,593.05,136.84,2376.00,true,"Success"
384,0,32302,0,55.37,20.5,488.99,136.84,2374.00,true,"Success"
384,0,32313,0,24.46,20.5,504.39,136.84,2508.00,true,"Success"
384,0,32315,0,33.83,20.5,416.58,136.84,2952.00,true,"Success"
384,0,32320,0,36.91,20.5,534.19,136.84,2312.00,true,"Success"
384,0,32337,0,40.10,20.5,430.49,136.84,2896.00,true,"Success"
384,0,32350,0,76.36,20.5,503.72,136.84,3080.00,true,"Success"
384,0,32457,0,32.22,20.5,463.66,136.84,2312.00,true,"Success"
384,0,32517,0,39.66,20.5,448.98,136.84,2504.00,true,"Success"
384,0,32578,0,25.74,20.5,461.80,136.84,2950.00,true,"Success"
384,0,32606,0,41.69,20.5,422.54,136.84,2316.00,true,"Success"
384,0,32608,0,26.40,20.5,506.78,136.84,3016.00,true,"Success"
384,0,32624,0,71.54,20.5,589.51,136.84,2640.00,true,"Success"
384,0,32629,0,27.36,20.5,413.31,136.84,2438.00,true,"Success"
384,0,32725,0,49.48,20.5,428.45,136.84,3016.00,true,"Success"
490,0,32859,0,21.95,18.7,410.92,136.84,2948.00,true,"Success"
490,0,32903,0,26.11,18.7,564.02,136.84,2437.00,true,"Success"
490,0,32973,0,25.80,18.7,440.99,136.84,3018.00,true,"Success"
490,0,33103,0,65.85,18.7,593.05,136.84,2634.00,true,"Success"
490,0,33304,0,54.18,18.7,488.99,136.84,2312.00,true,"Success"
490,0,33315,0,21.91,18.7,504.39,136.84,3472.00,true,"Success"
490,0,33317,0,35.11,18.7,416.58,136.84,3082.00,true,"Success"
490,0,33322,0,38.26,18.7,534.19,136.84,2570.00,true,"Success"
490,0,33339,0,39.13,18.7,430.49,136.84,3092.00,true,"Success"
490,0,33352,0,63.46,18.7,503.72,136.84,2570.00,true,"Success"
490,0,33459,0,24.13,18.7,463.66,136.84,3338.00,true,"Success"
490,0,33519,0,38.76,18.7,448.98,136.84,2506.00,true,"Success"
490,0,33580,0,19.45,18.7,461.80,136.84,3016.00,true,"Success"
490,0,33608,0,37.14,18.7,422.54,136.84,2512.00,true,"Success"
490,0,33610,0,28.74,18.7,506.78,136.84,3402.00,true,"Success"
490,0,33626,0,68.58,18.7,589.51,136.84,2708.00,true,"Success"
490,0,33631,0,23.00,18.7,413.31,136.84,2376.00,true,"Success"
490,0,33727,0,46.84,18.7,428.45,136.84,3146.00,true,"Success"
