appName,appId,eventLogPath
"Spark-ETL-v9","spark-8ace695bbc8d45b4b1d58569539d94de","file:/home/cdsw/spark-rapids-qualification-tool/spark-event-logs-dir/eventlog_v2_spark-8ace695bbc8d45b4b1d58569539d94de"
