,Vendor,Driver Host,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,onprem,100.100.24.254,Spark-ETL-v9,spark-8ace695bbc8d45b4b1d58569539d94de,3.48,321669,1120954,11221961,835061,7.44,584968,False,N/A,SPARK,Large
