appID,sqlID,description,numTasks,Duration,executorCPURatio,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
"spark-5aec16a4982b488698148fb2465a4485",1,"saveAsTable at NativeMethodAccessorImpl.java:0",5519,535101,24.69,83808376,48660280,159083,99,8816.9,11299001,291433,2749853,45771018,1093336331,2505505731,789691,1744896000,4495184,136673,2483093504,869,37690,20248485,46813,2468447801,3652868,170217883388,0,172686331189,170981555965,4846554288,140758
"spark-5aec16a4982b488698148fb2465a4485",2,"count at NativeMethodAccessorImpl.java:0",5819,92257,25.44,0,38972335,50139,41,6697.4,9732475,170124,535944,38256248,1091412021,2505505731,765670,0,0,0,1208025088,532,24142,4407990,25115,766715324,4214176,132082616908,0,132849332232,132849332232,4400004340,112328
