sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,9,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v1_result","inapplicable","inapplicable","year;quarter;month;branch_state;branch_region;merchant_region;customer_segment;account_type;merchant_category;transaction_bucket;transaction_count;unique_customers;unique_merchants;total_amount;avg_transaction_amount;fraud_transactions;fraud_amount;high_value_transactions",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v1_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v1_result], Overwrite, [year, quarter, month, branch_state, branch_region, merchant_region, customer_segment, account_type, merchant_category, transaction_bucket, transaction_count, unique_customers, unique_merchants, total_amount, avg_transaction_amoun..."
