,Vendor,Driver Host,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,onprem,100.100.166.205,Spark-ETL-v3,spark-804ba8c1909c4004bb53641858a61004,3.71,196563,730214,3722490,416146,11.18,221459,False,N/A,SPARK,Large
