appName,appId,attemptId,sparkUser,startTime,endTime,duration,durationStr,sparkRuntime,sparkVersion,pluginEnabled,totalCoreSeconds
"Spark-ETL-v4","spark-eece07b5af704cc8a9beb729b9aff2c8","1","pauldefusco",1789106540707,1789107119683,578976,"9.6 min","SPARK","3.5.4.1.25.731.0-41",false,25779
