App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-74d85928dcbb4e77a568949358c96aa9",0,0,602094,false,758328,"null",null
"spark-74d85928dcbb4e77a568949358c96aa9",0,1,600065,false,758328,"null",59.8
"spark-74d85928dcbb4e77a568949358c96aa9",2,2,139863,false,758328,"null",75.16
