appName,appId,eventLogPath
"Spark-ETL-v6","spark-74d85928dcbb4e77a568949358c96aa9","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-74d85928dcbb4e77a568949358c96aa9"
