sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,45,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v6_result","inapplicable","inapplicable","year;quarter;month;branch_state;branch_region;merchant_region;customer_segment;merchant_category;account_type;transaction_bucket;transactions;total_amount;avg_amount;max_amount;amount_stddev;fraud_events;fraud_amount;risk_score_sum;avg_risk_score;risk_adjusted_total;amount_squared_sum;amount_cubed_sum;customer_month_volume;merchant_quarter_volume;... 4 more fields",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v6_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v6_result], Overwrite, [year, quarter, month, branch_state, branch_region, merchant_region, customer_segment, merchant_category, account_type, transaction_bucket, transactions, total_amount, avg_amount, max_amount, amount_stddev, fraud_events, fraud_amo..."
