appName,appId,eventLogPath
"Spark-ETL-v7","spark-4e8c145ec0c94d349ce57c2b7c737a13","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-4e8c145ec0c94d349ce57c2b7c737a13"
