Event Log,Status,App ID,Attempt ID,App Name,Description
"file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-f5a4e8e0a80d45dcb3d8700be511f1e6","SUCCESS","spark-f5a4e8e0a80d45dcb3d8700be511f1e6",1,"Spark-ETL-v9","appDuration(ms): 13248"
