,Vendor,Driver Host,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,onprem,100.100.24.253,Spark-ETL-v9,spark-94c75bfd78804baea75b0402d3ba224d,3.31,342052,1130628,10941470,850988,7.78,593371,False,N/A,SPARK,Large
