,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,Spark-ETL-v7,spark-4e8c145ec0c94d349ce57c2b7c737a13,1.00,11082,11082,0,0,100.00,0,False," Cannot apply heuristics for qualification. Reason - FileNotFoundError:[Errno 2] No such file or directory: '/home/cdsw/qual_20260911185349_fA2De81F/qual_core_output/raw_metrics/spark-4e8c145ec0c94d349ce57c2b7c737a13/stage_level_aggregated_task_metrics.csv'., GPU SpeedUp < Qualifying Threshold (More is qualified), Unsupported Operators Stage Duration Percent > Qualifying Threshold (Less is qualified)",SPARK,Not Recommended
