App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-6760d3407a2b4ef88ec48a1ad1e868c3",0,0,262473,false,477997,"null",null
"spark-6760d3407a2b4ef88ec48a1ad1e868c3",0,1,210575,false,477997,"null",39.4
"spark-6760d3407a2b4ef88ec48a1ad1e868c3",2,2,185259,false,477997,"null",29.94
