jobId,numTasks,Duration,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
2,25,102940,0,332847,51825,5701,13313.9,22998,1436,10005,322435,5861590,3000000,1468,0,0,0,69206016,7,2983,0,0,0,0,0,0,0,20497380,3000000,126
9,25,88629,0,165028,6896,6305,6601.1,11365,544,911,164004,9301140,2000000,85,0,0,0,0,0,2624,0,0,0,0,0,0,0,17949712,25,86
0,1044,82741,0,852528,42213,124,816.6,126041,14157,29325,815413,1050370932,12510500,8200,0,0,0,268435456,68,2983,0,0,0,0,0,0,0,414775664,12378203,239
8,25,82634,0,164738,6900,6456,6589.5,12031,56,91,164531,9258740,2000000,118,0,0,0,69206016,0,2940,0,0,0,0,0,0,0,27832668,1996276,96
7,25,75903,0,143113,6061,5524,5724.5,10769,60,129,142867,5547407,500000,174,0,0,0,67633152,0,2939,0,0,0,0,0,0,0,12149531,500000,85
81,67,70571,0,302740,47788,1766,4518.5,15242,1300,8868,293454,9301140,2000000,740,0,0,0,0,2,2666,0,0,0,0,0,0,0,31215953,67,88
6,1044,69952,0,165019,3561,114,158.1,61241,1705,1244,159414,1050360469,12510500,790,0,0,0,268435456,36,2941,0,0,0,0,0,0,0,399907192,12378203,209
80,27,69940,0,112545,47125,2312,4168.3,6827,428,2773,109616,3702011,800000,292,0,0,0,67633152,2,2983,0,0,0,0,0,0,0,9695182,798482,87
3,25,66335,0,164455,6982,6269,6578.2,14371,84,169,164150,7500963,500000,132,0,0,0,67633152,1,2939,0,0,0,0,0,0,0,12149531,500000,95
4,2,64647,0,9204,4706,4498,4602.0,754,7,20,9175,381702,5000,66,0,0,0,67174400,0,2938,0,0,0,0,0,0,0,147387,5000,6
5,1,60289,0,273,273,273,273.0,86,3,9,260,7680,731,0,0,0,0,67141632,0,2895,0,0,0,0,0,0,0,45136,731,1
1,25,56699,0,180126,7732,6664,7205.0,23523,104,214,179696,9140416,2000000,64,0,0,0,69206016,3,2941,0,0,0,0,0,0,0,27832668,1996276,155
73,470,53569,0,1566833,53557,113,3333.7,68246,6557,30353,1533729,472872566,5280200,7358,0,0,0,201326592,28,2940,0,0,0,0,0,0,0,123018169,5218378,77
16,37,25276,0,64715,7151,490,1749.1,34718,2192,10618,53620,0,0,2089,0,0,0,224395264,11,8038,45,2859,48698515,21941,393909817,0,442608332,240077865,5683826,282
18,37,20650,0,25221,877,506,681.6,20448,155,224,24830,0,0,1340,0,0,0,224395264,0,7995,2363,2466,37689624,22334,390050236,0,427739860,230356829,5683826,254
14,35,20549,0,146952,4458,3703,4198.6,10673,76,124,146640,5557007,500000,207,0,0,0,67371008,0,2940,0,0,0,0,0,0,0,5091818,500000,112
17,37,20226,0,28339,1167,482,765.9,23261,319,524,27639,0,0,1460,0,0,0,224395264,0,7996,1123,3143,72346259,21657,355393601,0,427739860,230356552,5683826,271
15,1,17426,0,233,233,233,233.0,58,2,7,220,7749,731,0,0,0,0,67141632,0,2895,0,0,0,0,0,0,0,37994,731,1
67,800,16070,0,88687,658,78,110.9,69943,5454,5851,77988,0,0,2465,0,0,0,269549568,0,51565,4391,18740,145943652,26860,211920041,0,357863693,119028713,1909910,2389
12,35,14394,0,165903,5398,3488,4740.1,12574,74,173,165588,9301140,2000000,559,0,0,0,68157440,0,2941,0,0,0,0,0,0,0,13386888,1996276,120
120,71,11361,0,73015,7381,614,1028.4,53799,2264,8726,63584,0,0,2135,0,0,0,211812352,0,49269,118,25947,5708646,531087,69053266,0,74761912,138273842,12726887,324
121,54,10926,0,83370,7328,484,1543.9,38336,5468,22815,59316,0,0,1912,0,0,0,211812352,22,79832,14,2296,1023581,101704,55397551,0,56421132,316761499,12726887,360
123,200,10704,0,385397,7520,364,1927.0,163126,19187,80939,298921,0,0,5895,0,0,0,204734464,73,93272,59529,13657,62111323,647287,459637593,0,521748916,87104071,12726887,407
124,200,10642,0,300915,6516,367,1504.6,116812,7439,45854,252509,0,0,5800,0,0,0,204734464,42,93272,100457,106925,18987196,544419,383493388,0,402480584,22080354,12726887,326
125,800,10620,0,407284,6290,27,509.1,104184,43474,193672,180582,0,0,9134,0,0,0,210829312,133,101931,621,11696,4369021,128544,104815404,0,109184425,58656,800,1915
30,800,10142,0,109836,6483,65,137.3,65198,6839,12668,91753,0,0,5674,0,0,0,269058048,10,24820,2407,6575,11038727,33425,56241986,0,67280713,76357545,1222018,2235
89,91,10127,0,35223,1129,214,387.1,30004,541,842,33998,0,0,1463,0,0,0,212860928,0,7996,24,3540,13635590,54860,302257845,0,315893435,174973056,5683826,397
86,80,9748,0,150179,2092,1727,1877.2,15362,159,227,149662,5557007,500000,558,0,0,0,67239936,0,2941,0,0,0,0,0,0,0,7837924,500000,255
88,91,9502,0,33432,1042,202,367.4,29697,512,760,32330,0,0,281,0,0,0,212860928,0,7996,17,4568,17543066,53832,298350369,0,315893435,174974540,5683826,441
19,41,9476,0,15087,559,304,368.0,13868,273,495,14400,0,0,336,0,0,0,216006656,0,10650,0,6112,33288762,26688,140196871,0,173485633,141711028,5683826,215
69,58,9307,0,194485,5595,1582,3353.2,105861,886,2750,191224,0,0,1828,0,0,0,214958080,0,99781,81278,47206,120018445,607338,1168428042,0,1288446487,1070716960,12726887,579
122,800,9276,0,264621,5743,74,330.8,90066,20380,89047,167128,0,0,6357,0,0,0,201916416,92,51272,2478,13119,31697421,43681,106576421,0,138273842,85719085,1909910,2504
63,57,8560,0,54288,1545,777,952.4,50373,554,1271,52612,0,0,1572,0,0,0,211812352,0,49437,83,46162,13556896,510872,78597247,0,92154143,357863693,12726887,446
87,1,8214,0,267,267,267,267.0,85,2,4,259,7749,731,0,0,0,0,67141632,0,2896,0,0,0,0,0,0,0,37994,731,2
85,80,8028,0,157335,3206,1712,1966.7,19351,169,277,156761,5861590,3000000,674,0,0,0,68157440,2,2941,0,0,0,0,0,0,0,30893037,3000000,313
44,800,7696,0,70546,285,63,88.2,54774,3630,3395,59860,0,0,2694,0,0,0,269058048,0,24778,2176,10600,16942769,31800,50761131,0,67703900,112671502,1222018,2185
22,49,7255,0,44597,7187,216,910.1,17053,1858,10005,33977,0,0,808,0,0,0,204996608,12,15317,6,6418,6821304,49582,52442848,0,59264152,61310363,1222040,211
65,57,6423,0,53671,1217,671,941.6,50716,489,738,52624,0,0,1101,0,0,0,211812352,0,49437,132,34906,4197135,522128,76957197,0,81154332,243732239,12726887,352
84,80,6354,0,182891,2917,1979,2286.1,24372,174,296,182307,9301140,2000000,388,0,0,0,67633152,3,2941,0,0,0,0,0,0,0,16532600,1996276,280
32,800,5653,0,72289,266,61,90.4,57086,3924,3673,63212,0,0,3669,0,0,0,269058048,0,24778,2033,3366,5010135,36634,54282140,0,59292275,65357734,1222018,2488
11,1044,5539,0,173986,3929,119,166.7,59818,5867,6007,163798,1050360469,12510500,1101,0,0,0,167772160,3,2938,0,0,0,0,0,0,0,160098745,6975810,106
45,56,5353,0,9811,299,129,175.2,8876,249,254,9144,0,0,150,0,0,0,202964992,0,22553,7,21318,51283400,4602,9457919,0,60741319,83624578,1222040,216
33,49,5308,0,13349,458,116,272.4,10970,202,795,12311,0,0,216,0,0,0,202964992,0,18915,145,3473,5523487,36966,55935635,0,61459122,57980029,1222040,145
62,58,5289,0,51360,1657,487,885.5,43536,1010,2327,48506,0,0,712,0,0,0,207618048,0,86005,2435,7496,18672201,50904,116159240,0,134831441,1169417774,12726887,827
47,800,5257,0,79352,352,61,99.2,58306,3928,4047,66504,0,0,3119,0,0,0,269058048,21,24820,4258,2708,3814487,39692,55881259,0,59695746,102520584,1222018,2243
43,800,5230,0,112205,4518,64,140.3,61939,5833,15073,89347,0,0,5577,0,0,0,269058048,12,24819,16886,3391,4804284,39009,54915938,0,59720222,81976762,1222018,2230
64,58,5092,0,30659,747,394,528.6,28590,676,822,29404,0,0,511,0,0,0,207618048,0,80460,0,3134,5075409,55266,84944850,0,90020259,709766736,12726887,639
34,49,4941,0,12634,360,147,257.8,11170,208,253,12145,0,0,52,0,0,0,202964992,0,18915,13,4368,6491897,36071,54965853,0,61457750,57975723,1222040,149
105,800,4858,0,68127,319,58,85.2,53489,3307,3210,61074,0,0,4107,0,0,0,201883648,0,24610,1917,3906,5795497,28094,41916120,0,47711617,70772146,1222018,2238
42,800,4830,0,77664,301,64,97.1,56009,3694,3505,68007,0,0,3590,0,0,0,269058048,0,24778,7799,4840,7732662,37560,59991664,0,67724326,92042005,1222018,2204
35,49,4808,0,17053,617,200,348.0,14735,286,478,16295,0,0,164,0,0,0,204996608,0,15275,98,4915,5042896,55085,57300363,0,62343259,63679140,1222040,188
31,49,4323,0,12931,434,116,263.9,9194,187,213,12484,0,0,146,0,0,0,202964992,0,18914,2480,21438,31308631,19001,30150749,0,61459380,57983012,1222040,133
