sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,38,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v8_result","inapplicable","inapplicable","year;month;merchant_region;customer_segment;account_type;merchant_category;transactions;total_amount;avg_amount;max_amount;fraud_events;fraud_amount;risk_score_sum;risk_adjusted_total;customer_volume;merchant_volume;account_volume;regional_volume;customer_compute;merchant_compute;account_compute;regional_customer_compute;regional_merchant_compute;regional_account_compute;regional_risk_volume",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v8_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v8_result], Overwrite, [year, month, merchant_region, customer_segment, account_type, merchant_category, transactions, total_amount, avg_amount, max_amount, fraud_events, fraud_amount, risk_score_sum, risk_adjusted_total, customer_volume, merchant_volum..."
