appName,appId,eventLogPath
"Spark-ETL-v8","spark-6760d3407a2b4ef88ec48a1ad1e868c3","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-6760d3407a2b4ef88ec48a1ad1e868c3"
