appName,appId,eventLogPath
"Spark-ETL-v2","spark-7dcb476d33694d94b7e67d2c22bdcf6d","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-7dcb476d33694d94b7e67d2c22bdcf6d"
