appName,appId,eventLogPath
"Spark-ETL-v7","spark-9ace2e52775145128b44734c7cf2c280","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-9ace2e52775145128b44734c7cf2c280"
