resourceProfileId,numExecutors,executorCores,maxMem,maxOnHeapMem,maxOffHeapMem,executorMemory,numGpusPerExecutor,executorOffHeap,taskCpu,taskGpu
0,162,0,0,-1,0,16384,0,0,1.0,0.0
