App ID,Skip by Heuristics,Not Recommended Reason
spark-4e8c145ec0c94d349ce57c2b7c737a13,False, Cannot apply heuristics for qualification. Reason - FileNotFoundError:[Errno 2] No such file or directory: '/home/cdsw/qual_20260911185349_fA2De81F/qual_core_output/raw_metrics/spark-4e8c145ec0c94d349ce57c2b7c737a13/stage_level_aggregated_task_metrics.csv'.
