App Name,App ID,Attempt ID,App Duration,Executor CPU Time Percent,SQL Ids with Failures,Unsupported Read File Formats and Types,Unsupported Write Data Format,Complex Types,Nested Complex Types,Potential Problems,Longest SQL Duration,SQL Stage Durations Sum,App Duration Estimated,Total Core Seconds
"Spark-ETL-v9",spark-94c75bfd78804baea75b0402d3ba224d,1,1130628,42.04,"","Parquet[calendar]","","","","",1106407,10941470,false,593371
