,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,Spark-ETL-v9,spark-f5a4e8e0a80d45dcb3d8700be511f1e6,1.00,13248,13248,0,0,100.00,0,False," Cannot apply heuristics for qualification. Reason - FileNotFoundError:[Errno 2] No such file or directory: '/home/cdsw/qual_20260911191029_58Cdb859/qual_core_output/raw_metrics/spark-f5a4e8e0a80d45dcb3d8700be511f1e6/stage_level_aggregated_task_metrics.csv'., GPU SpeedUp < Qualifying Threshold (More is qualified), Unsupported Operators Stage Duration Percent > Qualifying Threshold (Less is qualified)",SPARK,Not Recommended
