sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,20,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v3_result","inapplicable","inapplicable","year;quarter;month;branch_state;branch_region;customer_segment;merchant_category;transaction_bucket;transactions;total_amount;avg_customer_value;avg_merchant_volume;fraud_events",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v3_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v3_result], Overwrite, [year, quarter, month, branch_state, branch_region, customer_segment, merchant_category, transaction_bucket, transactions, total_amount, avg_customer_value, avg_merchant_volume, fraud_events]"
