SQL ID,Stage ID,ExecId,Unsupported Type,Unsupported Operator,Details,Stage Duration,App Duration,Action
1,9,12,Exec,"ColumnarToRow","Unsupported",278721,2320500,IgnoreNoPerf
1,18,13,Exec,"ColumnarToRow","Unsupported",286491,2320500,IgnoreNoPerf
1,14,14,Exec,"ColumnarToRow","Unsupported",276653,2320500,IgnoreNoPerf
1,14,15,ReadExec,"Scan parquet","Unsupported IO format",276653,2320500,Triage
1,24,16,Exec,"ColumnarToRow","Unsupported",437402,2320500,IgnoreNoPerf
1,169,16,Exec,"ColumnarToRow","Unsupported",8822,2320500,IgnoreNoPerf
1,44,16,Exec,"ColumnarToRow","Unsupported",48702,2320500,IgnoreNoPerf
1,76,16,Exec,"ColumnarToRow","Unsupported",5512,2320500,IgnoreNoPerf
1,263,16,Exec,"ColumnarToRow","Unsupported",6967,2320500,IgnoreNoPerf
1,170,17,Exec,"ColumnarToRow","Unsupported",7740,2320500,IgnoreNoPerf
1,25,17,Exec,"ColumnarToRow","Unsupported",411407,2320500,IgnoreNoPerf
1,77,17,Exec,"ColumnarToRow","Unsupported",8382,2320500,IgnoreNoPerf
1,264,17,Exec,"ColumnarToRow","Unsupported",7651,2320500,IgnoreNoPerf
1,45,17,Exec,"ColumnarToRow","Unsupported",49359,2320500,IgnoreNoPerf
1,50,18,Exec,"ColumnarToRow","Unsupported",14119,2320500,IgnoreNoPerf
1,26,18,Exec,"ColumnarToRow","Unsupported",410939,2320500,IgnoreNoPerf
1,246,18,Exec,"ColumnarToRow","Unsupported",6494,2320500,IgnoreNoPerf
1,2,19,Exec,"ColumnarToRow","Unsupported",276736,2320500,IgnoreNoPerf
1,7,20,Exec,"ColumnarToRow","Unsupported",258467,2320500,IgnoreNoPerf
1,7,21,ReadExec,"Scan parquet","Unsupported IO format",258467,2320500,Triage
1,167,22,Exec,"ColumnarToRow","Unsupported",8832,2320500,IgnoreNoPerf
1,261,22,Exec,"ColumnarToRow","Unsupported",5474,2320500,IgnoreNoPerf
1,54,22,Exec,"ColumnarToRow","Unsupported",38076,2320500,IgnoreNoPerf
1,33,22,Exec,"ColumnarToRow","Unsupported",446584,2320500,IgnoreNoPerf
1,8,23,Exec,"ColumnarToRow","Unsupported",279301,2320500,IgnoreNoPerf
1,53,24,Exec,"ColumnarToRow","Unsupported",45660,2320500,IgnoreNoPerf
1,166,24,Exec,"ColumnarToRow","Unsupported",6792,2320500,IgnoreNoPerf
1,27,24,Exec,"ColumnarToRow","Unsupported",406793,2320500,IgnoreNoPerf
1,260,24,Exec,"ColumnarToRow","Unsupported",6684,2320500,IgnoreNoPerf
1,62,25,Exec,"ColumnarToRow","Unsupported",110216,2320500,IgnoreNoPerf
1,249,25,Exec,"ColumnarToRow","Unsupported",13409,2320500,IgnoreNoPerf
1,37,25,Exec,"ColumnarToRow","Unsupported",447356,2320500,IgnoreNoPerf
1,213,25,Exec,"ColumnarToRow","Unsupported",3937,2320500,IgnoreNoPerf
1,11,26,Exec,"ColumnarToRow","Unsupported",282560,2320500,IgnoreNoPerf
1,61,27,Exec,"ColumnarToRow","Unsupported",27820,2320500,IgnoreNoPerf
1,28,27,Exec,"ColumnarToRow","Unsupported",415973,2320500,IgnoreNoPerf
1,212,27,Exec,"ColumnarToRow","Unsupported",6840,2320500,IgnoreNoPerf
1,4,28,Exec,"ColumnarToRow","Unsupported",277934,2320500,IgnoreNoPerf
1,12,29,Exec,"ColumnarToRow","Unsupported",274353,2320500,IgnoreNoPerf
1,12,30,ReadExec,"Scan parquet","Unsupported IO format",274353,2320500,Triage
1,88,31,Exec,"ColumnarToRow","Unsupported",11044,2320500,IgnoreNoPerf
1,56,31,Exec,"ColumnarToRow","Unsupported",51783,2320500,IgnoreNoPerf
1,216,31,Exec,"ColumnarToRow","Unsupported",14086,2320500,IgnoreNoPerf
1,252,31,Exec,"ColumnarToRow","Unsupported",36870,2320500,IgnoreNoPerf
1,34,31,Exec,"ColumnarToRow","Unsupported",448122,2320500,IgnoreNoPerf
1,15,32,Exec,"ColumnarToRow","Unsupported",289751,2320500,IgnoreNoPerf
1,17,33,Exec,"ColumnarToRow","Unsupported",287185,2320500,IgnoreNoPerf
1,17,34,ReadExec,"Scan parquet","Unsupported IO format",287185,2320500,Triage
1,35,35,Exec,"ColumnarToRow","Unsupported",568560,2320500,IgnoreNoPerf
1,74,35,Exec,"ColumnarToRow","Unsupported",42616,2320500,IgnoreNoPerf
1,247,35,Exec,"ColumnarToRow","Unsupported",25043,2320500,IgnoreNoPerf
1,29,36,Exec,"ColumnarToRow","Unsupported",563673,2320500,IgnoreNoPerf
1,290,36,Exec,"ColumnarToRow","Unsupported",5825,2320500,IgnoreNoPerf
1,48,36,Exec,"ColumnarToRow","Unsupported",74296,2320500,IgnoreNoPerf
1,289,37,Exec,"ColumnarToRow","Unsupported",7639,2320500,IgnoreNoPerf
1,47,37,Exec,"ColumnarToRow","Unsupported",186408,2320500,IgnoreNoPerf
1,30,37,Exec,"ColumnarToRow","Unsupported",454224,2320500,IgnoreNoPerf
1,13,38,Exec,"ColumnarToRow","Unsupported",349804,2320500,IgnoreNoPerf
1,5,39,Exec,"ColumnarToRow","Unsupported",262314,2320500,IgnoreNoPerf
1,59,40,Exec,"ColumnarToRow","Unsupported",76112,2320500,IgnoreNoPerf
1,286,40,Exec,"ColumnarToRow","Unsupported",8486,2320500,IgnoreNoPerf
1,31,40,Exec,"ColumnarToRow","Unsupported",729620,2320500,IgnoreNoPerf
1,32,41,Exec,"ColumnarToRow","Unsupported",509995,2320500,IgnoreNoPerf
1,58,41,Exec,"ColumnarToRow","Unsupported",18162,2320500,IgnoreNoPerf
1,285,41,Exec,"ColumnarToRow","Unsupported",8192,2320500,IgnoreNoPerf
1,19,42,Exec,"ColumnarToRow","Unsupported",292226,2320500,IgnoreNoPerf
1,36,43,Exec,"ColumnarToRow","Unsupported",443606,2320500,IgnoreNoPerf
1,284,43,Exec,"ColumnarToRow","Unsupported",6665,2320500,IgnoreNoPerf
1,51,43,Exec,"ColumnarToRow","Unsupported",15757,2320500,IgnoreNoPerf
1,197,43,Exec,"ColumnarToRow","Unsupported",7015,2320500,IgnoreNoPerf
1,3,44,Exec,"ColumnarToRow","Unsupported",277786,2320500,IgnoreNoPerf
