App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-9ace2e52775145128b44734c7cf2c280",0,0,240001,false,385422,"null",null
"spark-9ace2e52775145128b44734c7cf2c280",0,1,226121,false,385422,"null",33.53
"spark-9ace2e52775145128b44734c7cf2c280",2,2,128572,false,385422,"null",30.62
