Event Log,Status,App ID,Attempt ID,App Name,Description
"file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-1da7b6822e9e4ac2ae7d35cdac1606f5","SUCCESS","spark-1da7b6822e9e4ac2ae7d35cdac1606f5",1,"Spark-ETL-v9","appDuration(ms): 2320500"
