Event Log,Status,App ID,Attempt ID,App Name,Description
"file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-5aec16a4982b488698148fb2465a4485","SUCCESS","spark-5aec16a4982b488698148fb2465a4485",1,"Spark-ETL-v1","appDuration(ms): 651263"
