App Name,App ID,Attempt ID,App Duration,Executor CPU Time Percent,SQL Ids with Failures,Unsupported Read File Formats and Types,Unsupported Write Data Format,Complex Types,Nested Complex Types,Potential Problems,Longest SQL Duration,SQL Stage Durations Sum,App Duration Estimated,Total Core Seconds
"Spark-ETL-v1",spark-5aec16a4982b488698148fb2465a4485,1,651263,25.03,"","Parquet[calendar]","","","","",536356,1792468,false,170389
