appName,appId,eventLogPath
"Spark-ETL-v3","spark-804ba8c1909c4004bb53641858a61004","file:/home/cdsw/spark-rapids-qualification-tool/spark-rapids-logs/eventlog_v2_spark-804ba8c1909c4004bb53641858a61004"
