App Name,App ID,Attempt ID,App Duration,Executor CPU Time Percent,SQL Ids with Failures,Unsupported Read File Formats and Types,Unsupported Write Data Format,Complex Types,Nested Complex Types,Potential Problems,Longest SQL Duration,SQL Stage Durations Sum,App Duration Estimated,Total Core Seconds
"Spark-ETL-v9",spark-8ace695bbc8d45b4b1d58569539d94de,1,1120954,38.49,"","Parquet[calendar]","","","","",1096640,11221961,false,584968
