Event Log,Status,App ID,Attempt ID,App Name,Description
"file:/home/cdsw/spark-rapids-qualification-tool/spark-event-logs-dir/eventlog_v2_spark-8ace695bbc8d45b4b1d58569539d94de","SUCCESS","spark-8ace695bbc8d45b4b1d58569539d94de",1,"Spark-ETL-v9","appDuration(ms): 1120954"
