appID,sqlID,description,numTasks,Duration,executorCPURatio,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
"spark-6760d3407a2b4ef88ec48a1ad1e868c3",1,"saveAsTable at NativeMethodAccessorImpl.java:0",13393,210575,39.4,0,4729175,51825,0,353.1,1726284,120393,191122,4381649,3218144912,52692986,65785,0,449253,3121,412188672,513,1064516,152789,421142,1196126744,3557147,8869237634,0,10065364378,8165685507,181463931,29589
"spark-6760d3407a2b4ef88ec48a1ad1e868c3",2,"count at NativeMethodAccessorImpl.java:0",7243,185259,29.94,0,4710155,53557,0,650.3,1233827,128283,510795,4120424,1544892572,26091431,59732,0,0,0,276889600,412,1064516,169643,300020,282516879,3270351,2919460208,0,3201977087,2743460996,119627169,17528
