appID,sqlID,description,numTasks,Duration,executorCPURatio,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
"spark-adda5dda44384747b931d5b6d57d78bd",1,"saveAsTable at NativeMethodAccessorImpl.java:0",58456,919434,31.33,0,412717530,177337,10,7060.3,104321517,917803,3897682,332949431,10850387493,25175092710,3439512,0,17008186,136673,6174343168,2056,261292,185997318,368260,18728798232,43833073,1707130042827,0,1725858841059,1663159623030,49892215289,1184673
"spark-adda5dda44384747b931d5b6d57d78bd",2,"count at NativeMethodAccessorImpl.java:0",39054,146034,78.97,0,77738821,19847,35,1990.5,60046186,413076,881549,76036602,2199088637,5014012924,1391654,0,0,0,4630839296,1080,140118,409641,208788,5621458509,36791298,788114076148,0,793735534657,553995885403,20434125269,643544
