sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,68,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v5_result","inapplicable","inapplicable","year;quarter;month;branch_state;branch_region;customer_segment;merchant_category;merchant_region;account_type;transaction_bucket;transactions;total_amount;avg_customer_value;avg_merchant_volume;avg_account_value;fraud_events;merchant_fraud_events;account_fraud_amount;daily_customer_volume;monthly_volume;merchant_month_volume;avg_risk_score;max_merchant_month_risk;amount_squared_sum;... 9 more fields",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v5_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v5_result], Overwrite, [year, quarter, month, branch_state, branch_region, customer_segment, merchant_category, merchant_region, account_type, transaction_bucket, transactions, total_amount, avg_customer_value, avg_merchant_volume, avg_account_value, fr..."
