appID,sqlID,description,numTasks,Duration,executorCPURatio,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
"spark-7dcb476d33694d94b7e67d2c22bdcf6d",1,"saveAsTable at NativeMethodAccessorImpl.java:0",7605,571676,35.42,173,58517356,192505,70,7694.6,18519538,223320,5910847,52289064,2182771940,5011011462,1055684,65536,4614842,136673,1210843136,982,64268,21105329,105187,4831900018,5521302,243519889343,0,248351789361,246657583347,9116366974,223289
"spark-7dcb476d33694d94b7e67d2c22bdcf6d",2,"count at NativeMethodAccessorImpl.java:0",12817,135658,23.48,7073868,77800657,57596,132,6070.1,17716455,262836,2008214,75446982,2180847630,5011011462,1057543,469827584,0,0,1208025088,827,46696,23951441,56507,1536123737,9054762,241508526563,0,243044650300,243044650300,9155346605,253126
