sqlID,sqlPlanVersion,nodeId,fromFinalPlan,execName,format,location,tableName,dataBase,outputColumns,writeMode,partitionColumns,compressionOption,fullDescription
1,14,1,true,"InsertIntoHadoopFsRelationCommand","Parquet","s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v2_result","inapplicable","inapplicable","year;quarter;month;branch_state;branch_region;merchant_region;customer_segment;account_type;merchant_category;transaction_bucket;transaction_count;unique_customers;total_amount;avg_customer_lifetime_value;avg_customer_rank;fraud_events",Overwrite,"unknown","uncompressed","Execute InsertIntoHadoopFsRelationCommand s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v2_result, false, Parquet, [path=s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/etl_v2_result], Overwrite, [year, quarter, month, branch_state, branch_region, merchant_region, customer_segment, account_type, merchant_category, transaction_bucket, transaction_count, unique_customers, total_amount, avg_customer_lifetime_value, avg_custom..."
