sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
2,85,"Exchange",6432,"local blocks read",1,1,1,13,"sum","183,259"
2,85,"Exchange",6433,"remote bytes read",89,89,180,46448,"size","183,259"
2,85,"Exchange",6435,"local bytes read",90,102,126,1359,"size","183,259"
2,85,"Exchange",6436,"fetch wait time",0,0,217,4862,"timing","183,259"
2,85,"Exchange",6437,"records read",1,1,6,731,"sum","183,259"
2,85,"Exchange",6446,"remote reqs duration",310,1492,2996,752509,"timing","183,259"
2,85,"Exchange",6448,"shuffle bytes written",47807,47807,47807,47807,"size","183,259"
2,85,"Exchange",6449,"shuffle records written",731,731,731,731,"sum","183,259"
2,85,"Exchange",6450,"shuffle write time",1811625,1811625,1811625,1811625,"nsTiming","183,259"
2,86,"WholeStageCodegen (6)",6451,"duration",234,234,234,234,"timing","183"
2,87,"Filter",6452,"number of output rows",731,731,731,731,"sum","183"
2,88,"ColumnarToRow",6453,"number of output rows",731,731,731,731,"sum","183"
2,88,"ColumnarToRow",6454,"number of input batches",1,1,1,1,"sum","183"
2,89,"Scan parquet spark_catalog.demo_pauldefusco.calendar",5727,"number of output rows",731,731,731,731,"sum","183"
2,89,"Scan parquet spark_catalog.demo_pauldefusco.calendar",5728,"scan time",217,217,217,217,"timing","183"
2,89,"Scan parquet spark_catalog.demo_pauldefusco.calendar",5729,"number of files read",1,1,1,1,"sum","183"
2,89,"Scan parquet spark_catalog.demo_pauldefusco.calendar",5730,"metadata time",0,0,0,0,"timing","183"
2,89,"Scan parquet spark_catalog.demo_pauldefusco.calendar",5731,"size of files read",10508,10508,10508,10508,"size","183"
2,90,"WholeStageCodegen (44)",9363,"duration",700,1988,3884,1753974,"timing","282"
2,91,"Sort",9364,"sort time",0,0,0,0,"timing","282"
2,91,"Sort",9365,"peak memory",67239936,67239936,67239936,53791948800,"size","282"
2,91,"Sort",9366,"spill size",0,0,0,0,"size","282"
2,92,"HashAggregate",9367,"number of output rows",2345,2415,2669,2000000,"sum","282"
2,92,"HashAggregate",9368,"peak memory",262144,20562374,67371008,16450060288,"size","282"
2,92,"HashAggregate",9370,"time in aggregation build",35,57,2367,190681,"timing","282"
2,92,"HashAggregate",9371,"avg hash probes per key",10,10,10,2420,"average","282"
2,93,"Exchange",9057,"data size",2167680,2547137,5371744,1222685360,"size","248,282"
2,93,"Exchange",9058,"number of partitions",800,800,800,800,"sum","248,282"
2,93,"Exchange",9059,"remote blocks read",454,469,478,381786,"sum","248,282"
