,App Name,App ID,Estimated GPU Speedup,Estimated GPU Duration,App Duration,SQL Stage Durations Sum,Unsupported Operators Stage Duration,Unsupported Operators Stage Duration Percent,Total Core Seconds,Skip by Heuristics,Not Recommended Reason,Spark Runtime,Estimated GPU Speedup Category
0,Spark-ETL-v6,spark-9ea1f83f4a7740ffb9002876514c6426,1.00,11773,11773,0,0,100.00,0,False," Cannot apply heuristics for qualification. Reason - FileNotFoundError:[Errno 2] No such file or directory: '/home/cdsw/qual_20260911190358_e2aC83cb/qual_core_output/raw_metrics/spark-9ea1f83f4a7740ffb9002876514c6426/stage_level_aggregated_task_metrics.csv'., GPU SpeedUp < Qualifying Threshold (More is qualified), Unsupported Operators Stage Duration Percent > Qualifying Threshold (Less is qualified)",SPARK,Not Recommended
