appID,sqlID,description,numTasks,Duration,executorCPURatio,diskBytesSpilled_sum,duration_sum,duration_max,duration_min,duration_avg,executorCPUTime_sum,executorDeserializeCPUTime_sum,executorDeserializeTime_sum,executorRunTime_sum,input_bytesRead_sum,input_recordsRead_sum,jvmGCTime_sum,memoryBytesSpilled_sum,output_bytesWritten_sum,output_recordsWritten_sum,peakExecutionMemory_max,resultSerializationTime_sum,resultSize_max,sr_fetchWaitTime_sum,sr_localBlocksFetched_sum,sr_localBytesRead_sum,sr_remoteBlocksFetched_sum,sr_remoteBytesRead_sum,sr_remoteBytesReadToDisk_sum,sr_totalBytesRead_sum,sw_bytesWritten_sum,sw_recordsWritten_sum,sw_writeTime_sum
"spark-74d85928dcbb4e77a568949358c96aa9",1,"saveAsTable at NativeMethodAccessorImpl.java:0",39390,600065,59.8,0,112179359,60324,101,2847.9,64528969,906015,3320105,107910490,3275988864,7511016462,1801667,0,16749146,136306,1947303936,2881,204811,22350488,291882,13479773569,35865159,978842575488,0,992322349057,776112610635,22061348676,760901
"spark-74d85928dcbb4e77a568949358c96aa9",2,"count at NativeMethodAccessorImpl.java:0",26191,139863,75.16,0,55073795,19502,16,2102.8,40515583,258675,613501,53909078,2665872531,6105495705,1102389,0,0,0,1476460544,885,80982,936969,138246,2728759794,24030995,480214456635,0,482943216429,436454594910,14677281692,458018
