App ID,RootSqlID,sqlID,SQL Duration,Contains Dataset or RDD Op,App Duration,Potential Problems,Executor CPU Time Percent
"spark-7d224fa9d1474d10b3caf43c15aa2104",0,0,"",false,3121968,"null",null
"spark-7d224fa9d1474d10b3caf43c15aa2104",0,1,"",false,3121968,"null",62.57
